sorting	itemID	organismID	materialSampleID	institutionCode	collectionCode	fullCatalogNumber	catalogNumber	rightsHolder	coremaBasisOfRecord	informationWithheld	recordedBy	sex	lifeStage	preparations	disposition	eventDate	country	stateProvince	county	locality	minimumElevationInMeters	decimalLatitude	decimalLongitude	identificationRemarks	identifiedBy	dateIdentified	typeStatus	scientificName	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	materialSampleType	concentration	concentrationUnit	associatedMedia
38	urn:uuid:9078ed8f-8da5-4372-8ca1-914894029846	urn:uuid:17db0494-ff09-540c-bdad-47a3bb25016a	urn:uuid:9078ed8f-8da5-4372-8ca1-914894029846	NHMO	BI	NHMO-BI-40111/1-B | NHMO-BI-40111/2-D	40111	Natural History Museum, University of Oslo, Norway	MaterialSample		Røer, Jan Erik	Male		Blood	Existing	23.09.2003	Norway	Vest-Agder	Kvinesdal	ØYESTRANDA		58.283333	06.sep		Røer, Jan Erik	23.09.2003		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
39	urn:uuid:d6c1ba7a-de55-483c-b48a-fb4ae86d08e5	urn:uuid:18331e36-9e4e-5a98-babb-33491bc9fa37	urn:uuid:d6c1ba7a-de55-483c-b48a-fb4ae86d08e5	NHMO	BI	NHMO-BI-8928/1-B	8928	Natural History Museum, University of Oslo, Norway	MaterialSample		Nilsen, Øystein Birkeland	Male		Blood	Existing	13.06.2005	Norway	Rogaland	Utsira	Utsira		59.3	4.883333		Nilsen, Øystein Birkeland	13.06.2005		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
40	urn:uuid:41a09e7a-3108-4ed2-9074-fe9dcfaca0a7	urn:uuid:18ef3cbf-d14e-5dc0-bdf7-e83e1e78471b	urn:uuid:41a09e7a-3108-4ed2-9074-fe9dcfaca0a7	NHMO	BI	NHMO-BI-103413/1-O	103413	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Rowe, Melissah	Male	Adult	Skull (cranium and mandibles/beak)	Existing	18.06.2017	Italy	Veneto		Camposampiero, Padova		45.566667	11.933333		Rowe, Melissah	18.06.2017		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Skull (cranium and mandibles/beak)		Bjerke, Bjørn Aksel	2019			Specimen			
41	urn:uuid:b224fe6a-90b2-4870-af5f-a407ee2c660d	urn:uuid:18f1e2bf-832b-508c-8c3a-8a531f1c205d	urn:uuid:b224fe6a-90b2-4870-af5f-a407ee2c660d	NHMO	BI	NHMO-BI-25259/1-B	25259	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Gohli, Jostein; Stensrud, Even; Garcia-del-Rey, Eduardo"	Male	Adult	Blood	Existing	30.04.2010	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, Parque Nacional del Teide		28.344167	-16.521389		"Laskemoen, Terje; Gohli, Jostein; Stensrud, Even; Garcia-del-Rey, Eduardo"	30.04.2010		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96%	Blood						Tissue			
42	urn:uuid:ba9cd0b7-0232-4e35-b9a3-866d05873698	urn:uuid:19fd9ccc-2f29-51ac-ae72-53582a958662	urn:uuid:ba9cd0b7-0232-4e35-b9a3-866d05873698	NHMO	BI	NHMO-BI-39243/1-B | NHMO-BI-39243/2-D	39243	Natural History Museum, University of Oslo, Norway	MaterialSample		Walinder, Gøran	Unknown		Blood	Existing	01.04.1990	Sweden	Skåne		Falsterbo		55.383333	12.816667		Walinder, Gøran	01.04.1990		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
43	urn:uuid:57747b39-32a8-4c9b-9c4d-4d566a87254c	urn:uuid:1a44badc-ec57-5c7f-85f4-c590edbf68c3	urn:uuid:57747b39-32a8-4c9b-9c4d-4d566a87254c	NHMO	BI	NHMO-BI-88214/1-S	88214	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	01.06.2016	Italy	Apulia	Tremiti	San Domino		42.11475	15.490722	?	Rowe, Melissah	01.06.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	01.06.2016			Tissue			
44	urn:uuid:7fcc7eec-c57e-4ff3-9db6-410dee4ee8d7	urn:uuid:1a800589-0892-56b3-80fc-fdd48beb6006	urn:uuid:7fcc7eec-c57e-4ff3-9db6-410dee4ee8d7	NHMO	BI	NHMO-BI-66314/1-P	66314	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Rüppell	Male	Unknown	Study skin	Existing		Egypt								Ruppell			Ceryle rudis (Linnaeus, 1758)	Coraciiformes	Alcedinidae	Ceryle	rudis		species	(Linnaeus, 1758)	Dry	Study skin		Anthonisen, Kristin				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13917787&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13917788&type=jpeg
45	urn:uuid:96658b5d-0519-4ffb-b528-51795b9546d7	urn:uuid:1b4aa374-b37e-55eb-aed2-92e5a112e485	urn:uuid:96658b5d-0519-4ffb-b528-51795b9546d7	NHMO	BI	NHMO-BI-59220/1-P	59220	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Dahl, Knut	Female	Unknown	Preserved specimen	Existing	1894-02-22	Mozambique	Maputo Province		Delagoa Bay [Maputo Bay]		-25.852	32.567		Dahl, Knut	1894-02-22		Thalasseus bengalensis (Lesson, R, 1831)	Charadriiformes	Laridae	Thalasseus	bengalensis		species	(Lesson, R, 1831)	Dry	PreservedSpecimen		Anthonisen, Kristin				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903841&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903842&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13903843&type=jpeg
46	urn:uuid:cf1ccf2a-9b12-4beb-a4e8-4e6450b1c175	urn:uuid:1c2a49f5-4331-5a1b-bd2b-063412b621f9	urn:uuid:cf1ccf2a-9b12-4beb-a4e8-4e6450b1c175	NHMO	BI	NHMO-BI-27512/1-B	27512	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	Female	Adult	Blood	Existing	07.03.2011	Portugal	Madeira		Ribeiro Frio		32.721472	-16.886056		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	07.03.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
47	urn:uuid:06b87696-357e-4a6e-8fe5-788dffb27a74	urn:uuid:1cc7453b-455d-5807-8416-f384fa5a99aa	urn:uuid:06b87696-357e-4a6e-8fe5-788dffb27a74	NHMO	BI	NHMO-BI-63358/1-P	63358	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Oddi, Ettore Arrigoni Degli	Male	Unknown	Study skin	Existing	1892-02-06	Italy			Padova					Oddi, Arrigoni Degli	1892-02-06		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210770&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210771&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210773&type=jpeg
48	urn:uuid:a8b70641-28c7-405f-86e2-6827a4c8d52d	urn:uuid:1cd7ba37-1188-554d-a35c-16b699ddee6b	urn:uuid:a8b70641-28c7-405f-86e2-6827a4c8d52d	NHMO	BI	NHMO-BI-25192/1-B	25192	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Gohli, Jostein; Stensrud, Even; Garcia-del-Rey, Eduardo"	Male	Adult	Blood	Existing	26.04.2010	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, El Rosario		28.425833	-16.384722		"Laskemoen, Terje; Gohli, Jostein; Stensrud, Even; Garcia-del-Rey, Eduardo"	26.04.2010		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96%	Blood						Tissue			
49	urn:uuid:3af72a36-5191-4d39-bbbb-cba8c2f6241d	urn:uuid:1d4913c9-3487-58e4-a379-c6528c979b55	urn:uuid:3af72a36-5191-4d39-bbbb-cba8c2f6241d	NHMO	BI	NHMO-BI-62158/1-P	62158	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Unknown	Unknown	Mounted	Existing		Europe (continent)			S. Europe					Unknown			Alectoris graeca (Meisner, 1804)	Galliformes	Phasianidae	Alectoris	graeca		species	(Meisner, 1804)	Dry	Mounted		J.I.J				Specimen			
50	urn:uuid:c23e1d12-5fa5-4f25-9ab6-c7a8da1e5e45	urn:uuid:1d0c1c1e-0e94-523c-9182-63682d5be3f4	urn:uuid:c23e1d12-5fa5-4f25-9ab6-c7a8da1e5e45	NHMO	BI	NHMO-BI-39308/1-B	39308	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Male		Blood	Existing	01.03.1997	Norway	Telemark	Skien	Gimsøy		59.183333	9.616667		Lifjeld, Jan T.	01.03.1997		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
51	urn:uuid:817de81b-bd5a-4095-bc38-2d44934b8880	urn:uuid:1d49433f-b01a-5382-82bb-4d6cba694d51	urn:uuid:817de81b-bd5a-4095-bc38-2d44934b8880	NHMO	BI	NHMO-BI-88216/1-S	88216	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	02.06.2016	Italy	Apulia	Tremiti	San Domino		42.11475	15.490722		Rowe, Melissah	02.06.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	02.06.2016			Tissue			
52	urn:uuid:f7961806-3b6a-42fa-800f-8c35f88a1e00	urn:uuid:1eaf831d-74e3-5a56-9d85-63010b18c8b4	urn:uuid:f7961806-3b6a-42fa-800f-8c35f88a1e00	NHMO	BI	NHMO-BI-63360/1-P	63360	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Oddi, Ettore Arrigoni Degli	Female	Unknown	Study skin	Existing	1896-10-22	Italy			Napoli					Oddi, Arrigoni Degli	1896-10-22		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210779&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210781&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14210783&type=jpeg
53	urn:uuid:715bb04b-8e42-4a19-97c3-1e26372e9f97	urn:uuid:1ed84821-29ac-5425-a0e0-a84beffcfb14	urn:uuid:715bb04b-8e42-4a19-97c3-1e26372e9f97	NHMO	BI	NHMO-BI-38954/1-B	38954	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Unknown		Blood	Existing	19.08.2001	Norway	Telemark	Kragerø	Jomfruland fuglestasjon		58.881389	9.610556		Lifjeld, Jan T.	19.08.2001		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
54	urn:uuid:433bbc8f-0bf0-4273-9691-a9399203606d	urn:uuid:1f31268f-89c8-5846-a90c-e6ab31ec32f9	urn:uuid:433bbc8f-0bf0-4273-9691-a9399203606d	NHMO	BI	NHMO-BI-59334/1-P	59334	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Male	Unknown	Study skin	Existing	1858-01-08	France			Lyon					Unknown	1858-01-08		Alectoris rufa (Linnaeus, 1758)	Galliformes	Phasianidae	Alectoris	rufa		species	(Linnaeus, 1758)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13904199&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13904200&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13904202&type=jpeg
55	urn:uuid:1876fda5-3172-48a6-a905-fd4f2870e5b2	urn:uuid:1f72f3fd-35ce-5e41-afc0-30010331f6c4	urn:uuid:1876fda5-3172-48a6-a905-fd4f2870e5b2	NHMO	BI	NHMO-BI-62106/1-P	62106	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Unknown	Unknown	Mounted	Existing					Unknown					Unknown			Microcarbo pygmaeus (Pallas, 1773)	Suliformes	Phalacrocoracidae	Microcarbo	pygmaeus		species	(Pallas, 1773)	Dry	Mounted		J.I.J				Specimen			
56	urn:uuid:8d556e2e-dc81-45e7-b991-0ecc700681d4	urn:uuid:201a7bde-3952-5654-bf9d-0ccd2443447c	urn:uuid:8d556e2e-dc81-45e7-b991-0ecc700681d4	NHMO	BI	NHMO-BI-88183/1-S	88183	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	25.05.2016	Italy	Apulia		Lago Salso		41.541556	15.890056		Rowe, Melissah	25.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	25.05.2016			Tissue			
57	urn:uuid:6662763a-4a87-4a0b-80fd-4cee7bc91a4c	urn:uuid:20790f2a-3ef1-5989-a392-3ed94d25ac76	urn:uuid:6662763a-4a87-4a0b-80fd-4cee7bc91a4c	NHMO	BI	NHMO-BI-45006/1-S	45006	Natural History Museum, University of Oslo, Norway	MaterialSample		Rodrigues, Pedro	Male	Adult	Sperm sample	Existing	15.06.2011	Portugal	Autonomous Region of Azores	São Miguel	Tronqueira (SMI_001)		37.769722	-25.197222		Rodrigues, Pedro	15.06.2011		Pyrrhula murina Godman, 1866	Passeriformes	Fringillidae	Pyrrhula	murina		species	Godman, 1866	Formalin, w/PBS	Sperm sample						Tissue			
58	urn:uuid:db461dd4-8d86-4487-9c07-0e435e43a977	urn:uuid:20bd5904-9c50-5047-bdef-404f2f908818	urn:uuid:db461dd4-8d86-4487-9c07-0e435e43a977	NHMO	BI	NHMO-BI-18251/1-B | NHMO-BI-18251/2-D | NHMO-BI-18251/3-S	18251	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Male		Blood	Existing	26.03.2009	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, Hiedras		28.53725	-16.302611		Lifjeld, Jan T.	26.03.2009		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96% |  | Formalin	Blood | gDNA | Sperm sample	 | Omega EZNA kit, plate	 | Anmarkrud, Jarl Andreas	 | 2010-02-23			Tissue | DNA			
59	urn:uuid:c180130a-e372-46b1-8ac2-c195a35326b4	urn:uuid:226b05f4-f709-5482-a694-b0ce77f94080	urn:uuid:c180130a-e372-46b1-8ac2-c195a35326b4	NHMO	BI	NHMO-BI-88205/1-S	88205	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	28.05.2016	Italy	Apulia		Lago Salso		41.541556	15.890056		Rowe, Melissah	28.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	28.05.2016			Tissue			
60	urn:uuid:9eff3c4c-f9e5-4990-8dea-340710b2364b	urn:uuid:22f3d1d4-066c-5880-89cb-ea45337836cb	urn:uuid:9eff3c4c-f9e5-4990-8dea-340710b2364b	NHMO	BI	NHMO-BI-45004/1-S	45004	Natural History Museum, University of Oslo, Norway	MaterialSample		Rodrigues, Pedro	Male	Adult	Sperm sample	Existing	13.06.2011	Portugal	Autonomous Region of Azores	São Miguel	Tronqueira (SMI_001)		37.769722	-25.197222		Rodrigues, Pedro	13.06.2011		Pyrrhula murina Godman, 1866	Passeriformes	Fringillidae	Pyrrhula	murina		species	Godman, 1866	Formalin, w/PBS	Sperm sample						Tissue			
61	urn:uuid:7bc5b98f-292c-4918-afc6-ca9d64bf867a	urn:uuid:24861dc6-3070-584b-8ea2-b62046b1d8eb	urn:uuid:7bc5b98f-292c-4918-afc6-ca9d64bf867a	NHMO	BI	NHMO-BI-39219/1-B	39219	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Unknown		Blood	Existing	17.12.1995	Norway	Telemark	Skien	Gimsøy		59.183333	9.616667		Lifjeld, Jan T.	17.12.1995		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's	Blood						Tissue			
62	urn:uuid:2c3e86db-1c01-4d5c-a435-940fb8bd0146	urn:uuid:2483ebc1-ac3a-5077-b8bc-a2700fdb1702	urn:uuid:2c3e86db-1c01-4d5c-a435-940fb8bd0146	NHMO	BI	NHMO-BI-27605/1-B	27605	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	Female	Adult	Blood	Existing	11.03.2011	Portugal	Madeira		Santana		32.786694	-16.89775		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	11.03.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
63	urn:uuid:cfc9efda-3ad2-4de0-ae3f-9e9ae9bdb63a	urn:uuid:25d2b164-d685-545f-af31-655058e78b4d	urn:uuid:cfc9efda-3ad2-4de0-ae3f-9e9ae9bdb63a	NHMO	BI	NHMO-BI-88151/1-S	88151	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	21.05.2016	Italy	Apulia		Masseria Montanari		41.910222	15.853611		Rowe, Melissah	21.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	21.05.2016			Tissue			
64	urn:uuid:3f09bc4d-3e6e-4b6f-837e-50d84568b86e	urn:uuid:26274ff7-f4d5-58fd-a0b1-c1e251e30be1	urn:uuid:3f09bc4d-3e6e-4b6f-837e-50d84568b86e	NHMO	BI	NHMO-BI-59339/1-P	59339	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Unknown	Unknown	Unknown	Study skin	Existing					Unknown					Unknown			Alectoris barbara (Bonnaterre, 1790)	Galliformes	Phasianidae	Alectoris	barbara		species	(Bonnaterre, 1790)	Dry	Study skin		J.I.J				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13904219&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13904220&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13904221&type=jpeg
65	urn:uuid:764d1f81-c6a8-45bf-adf1-0036f88c912a	urn:uuid:2677d7f5-0afa-5299-bbdf-c817ba0913ff	urn:uuid:764d1f81-c6a8-45bf-adf1-0036f88c912a	NHMO	BI	NHMO-BI-108887/1-B	108887	Natural History Museum, University of Oslo, Norway	MaterialSample		"Lifjeld, Jan T.; Cramer, Becky; Bagdonaite, Laima; Briskie, Jim"	Female	Adult	Blood	Existing	20.10.2022	New Zealand	Canterbury	Kaikoura	Mt. Fyffe forest near School House Road		-42.376504	173.613561		"Lifjeld, Jan T.; Cramer, Becky; Bagdonaite, Laima; Briskie, Jim"	20.10.2022		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)		MaterialSample									
66	urn:uuid:c41b9319-9a7a-4d3c-b1a7-af706fde3c95	urn:uuid:26c7d79b-ffb1-53f2-87c0-392621806075	urn:uuid:c41b9319-9a7a-4d3c-b1a7-af706fde3c95	NHMO	BI	NHMO-BI-92106/1-E	92106	Natural History Museum, University of Oslo, Norway	PreservedSpecimen					Blown eggshell	Existing										Johannessen, Lars Erik	24.08.2017		Alectoris graeca saxatilis (Bechstein, 1805)	Galliformes	Phasianidae	Alectoris	graeca	saxatilis	subspecies	(Bechstein, 1805)		Blown eggshell						Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14289635&type=jpeg
67	urn:uuid:30eea249-cd58-4df1-9cb6-3be834b52dfe	urn:uuid:26f2ab7d-916d-5627-8f1d-b7c6c299dd25	urn:uuid:30eea249-cd58-4df1-9cb6-3be834b52dfe	NHMO	BI	NHMO-BI-88147/1-S	88147	Natural History Museum, University of Oslo, Norway	MaterialSample		Rowe, Melissah	Male	Adult	Sperm sample	Existing	21.05.2016	Italy	Apulia		Masseria Montanari		41.910222	15.853611		Rowe, Melissah	21.05.2016		Passer italiae (Vieillot, 1817)	Passeriformes	Passeridae	Passer	italiae		species	(Vieillot, 1817)	Formalin, w/PBS	Sperm sample		Rowe, Melissah	21.05.2016			Tissue			
68	urn:uuid:3a3b6e91-260a-4015-a62b-4f1af199edfc	urn:uuid:26f2124d-6f9e-5d16-a0a4-f0faf134a65c	urn:uuid:3a3b6e91-260a-4015-a62b-4f1af199edfc	NHMO	BI	NHMO-BI-27573/1-B	27573	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	Male	Adult	Blood	Existing	10.03.2011	Portugal	Madeira		Quiemadas		32.783833	-16.906306		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Lifjeld, Jan T.; Johnsen, Arild; Gohli, Jostein; Stensrud, Even"	10.03.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
69	urn:uuid:6bd282f9-cc1b-46cc-a208-9737a0c17efa	urn:uuid:26d1795f-ae38-58ea-9c00-130d2e1eac04	urn:uuid:6bd282f9-cc1b-46cc-a208-9737a0c17efa	NHMO	BI	NHMO-BI-18242/1-B | NHMO-BI-18242/2-S	18242	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Male		Blood	Existing	26.03.2009	Spain	Canarias	Santa Cruz de Tenerife	Tenerife, Las Mercedes		28.528778	-16.287833		Lifjeld, Jan T.	26.03.2009		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96% | Formalin	Blood | Sperm sample						Tissue			
70	urn:uuid:a109e0c8-547f-470a-b489-66e0427b6dcd	urn:uuid:273f9c1b-3ee9-536c-ac61-5ec6cb85ccdd	urn:uuid:a109e0c8-547f-470a-b489-66e0427b6dcd	NHMO	BI	NHMO-BI-11303/1-B | NHMO-BI-11303/2-D	11303	Natural History Museum, University of Oslo, Norway	MaterialSample		Lifjeld, Jan T.	Unknown		Blood	Existing	01.01.1996	Norway	Telemark	Skien	Gimsøy		59.183333	9.616667		Lifjeld, Jan T.	01.01.1996		Acanthis cabaret (Müller, PLS, 1776)	Passeriformes	Fringillidae	Acanthis	cabaret		species	(Müller, PLS, 1776)	Lysis buffer, Queen's | 	Blood | gDNA						Tissue | DNA			
71	urn:uuid:804cccd5-223d-4d50-ad46-ce8c22945e5e	urn:uuid:279c9475-65c9-5a6e-a309-6f8a330cc22c	urn:uuid:804cccd5-223d-4d50-ad46-ce8c22945e5e	NHMO	BI	NHMO-BI-27903/1-B	27903	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Female	Adult	Blood	Existing	06.05.2011	Portugal	Madeira		Santana 2		32.797389	-16.891639		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	06.05.2011		Regulus madeirensis Harcourt, 1851	Passeriformes	Regulidae	Regulus	madeirensis		species	Harcourt, 1851	Ethanol, 96%	Blood						Tissue			
72	urn:uuid:747602b1-118d-46cf-813e-992c5a08b9f8	urn:uuid:27de5985-c6e8-53fc-a0cd-705e78324d14	urn:uuid:747602b1-118d-46cf-813e-992c5a08b9f8	NHMO	BI	NHMO-BI-57720/1-P	57720	Natural History Museum, University of Oslo, Norway	PreservedSpecimen		Olstad, Ola	Unknown	Pullus	Preserved specimen	Existing	26.01.1928	Antarctica			Port Lockroy, South Shetland Islands					Holgersen, Holger	26.01.1928		Leucocarbo bransfieldensis (Murphy, 1936)	Suliformes	Phalacrocoracidae	Leucocarbo	bransfieldensis		species	(Murphy, 1936)	Dry	PreservedSpecimen		Anthonisen, Kristin				Specimen			http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13900839&type=jpeg | http://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13900840&type=jpeg
73	urn:uuid:80e91b1f-211a-4148-b6f1-4761d9c0e6a2	urn:uuid:287447bf-abf3-5a6f-af2f-dfd82b498b1a	urn:uuid:80e91b1f-211a-4148-b6f1-4761d9c0e6a2	NHMO	BI	NHMO-BI-27828/1-B	27828	Natural History Museum, University of Oslo, Norway	MaterialSample		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	Male	Adult	Blood	Existing	29.04.2011	Spain	Canarias	Santa Cruz de Tenerife	La Gomera, Las Hayas		28.126833	-17.285056		"Laskemoen, Terje; Garcia-del-Rey, Eduardo; Johannessen, Lars Erik"	29.04.2011		Regulus regulus teneriffae Seebohm, 1883	Passeriformes	Regulidae	Regulus	regulus	teneriffae	subspecies	Seebohm, 1883	Ethanol, 96%	Blood						Tissue			
