basisOfRecord	catalogNumber	scientificName	institutionCode	collectionCode	scientificNameAuthorship	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	identifiedBy	identificationRemarks	dateIdentified	typeStatus	recordNumber	fieldNumber	recordedBy	eventDate	continent	country	stateProvince	county	locality	decimalLongitude	decimalLatitude	coordinateUncertaintyInMeters	verbatimElevation	verbatimDepth	habitat	associatedMedia	CreativeCommonsLicense	ArtObsID	relatedResourceID	coreid	musitModified	itemID	organismID	RelCatNo	RelCleanCatNo	rightsHolder	coremaBasisOfRecord	informationWithheld	preparations	materialSampleType	coremaModified	preservationType	preparationType	preparationMaterials	preparedBy	preparationDate	geneticAccessionNumber	BOLDProcessID	concentration	concentrationUnit	coremaRecordNumber	coremaRecordedBy	coremaEventDate	coremaCountry	coremaProvince	coremaCounty	coremaLocality	coremaElevation	coremaLat	coremaLong	coremaIdentificationRemarks	coremaTypeStatus	coremaIdentifiedBy	coremaDateIdentified	coremaScientificName	coremaGenus	coremaSpecificEpithet
Preserved specimen	22477	Hymenogaster	O	F	Vittad.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hymenogaster			Anne Molia		2015-06-19		AM-18a-2015		Anne Molia, Lello Hund	2015-06-19		Norway	Vestfold og Telemark	Tinn	Tinn Austbygd, Lia åvom Mæl krk. Gammel stølsveg	8.7931	59.9308	10	Ca. 230 m		Rik, sydvendt hassel-li. Også ispedd gran, bjørk og platanlønn. Orkideer - mose- og urterikt.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14320925&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14320926&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:22477	urn:uuid:d155cd9a-233d-4721-940e-2d96cbd9ef6a	2015-06-23	urn:uuid:d155cd9a-233d-4721-940e-2d96cbd9ef6a	urn:uuid:2ef66f7f-6047-5a83-bb94-928bb4b213f9	O-DFL-3042/2-D	3042	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:42		gDNA					NOBAS1837-16			AM-18a-2015	Anne Molia, Lello Hund	2015-06-19	Norway	Telemark	Tinn	Austbygd, Lia åvom Mæl krk. Gammel stølsveg	230	59.930776	8.793073			Anne Molia	2015-06-19	Hymenogaster sp.	Hymenogaster	sp.
Preserved specimen	312183	Inocybe	O	F	(Fr.) Fr.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Perry Gunnar Larsen		2021-07-28				Perry Gunnar Larsen	2021-07-28		Norway	Møre og Romsdal	Ålesund	Ålesund: Eikenosa	6.4184	62.4372	71			Rikt hasselkratt	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15468650&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15468652&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:312183	urn:uuid:90052af0-26ef-41e2-bbb6-fc5dae3c739c	2022-09-06	urn:uuid:90052af0-26ef-41e2-bbb6-fc5dae3c739c	urn:uuid:2f09aa4d-e9ba-5468-9580-96c46a8c40b6	O-DFL-16433/2-D	16433	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:36	Dry	gDNA	CCDB	CCDB			NOBAS8667-21				Perry G. Larsen	2021-07-28	Norway	Møre og Romsdal	Ålesund	Eikenosa		62.4372	6.4184			Perry G. Larsen	2021-07-28	Inocybe sp.	Inocybe	sp.
Preserved specimen	242391	Neohygrocybe nitrata	O	F	(Pers.) Kovalenko	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe			Inger-Lise Fonneland		2011-09-24		I-LF 11-206		Inger-Lise Fonneland, Rune Solvang, Dag Pettersen	2011-09-24		Norway	Vestfold og Telemark	Bamble	Bamble: Nonsås	9.5395	58.9811	7			Lågurt edelløvskog	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14323237&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:242391	urn:uuid:0a55be4a-1b82-414f-be99-18908700ebc8	2016-09-15	urn:uuid:0a55be4a-1b82-414f-be99-18908700ebc8	urn:uuid:2f2dee71-bac1-530c-831c-96ec736972d1	O-DFL-4906/2-D	4906	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:22:04		gDNA		CCDB						I-LF 11-206	Inger-Lise Fonneland, Rune Solvang, Dag Pettersen	2011-09-24	Norway	Telemark	Bamble	Nonsås		58.979813	9.539587			Inger-Lise Fonneland	2011-09-24	Hygrocybe nitrata (Pers.) Wünsche	Hygrocybe	nitrata
Preserved specimen	260109	Inocybe arctica	O	F	E. Larss., Vauras & C.L. Cripps	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Ellen Larsson		2018-11-05		EL-38-15		Ellen Larsson	2015-08-09		Norway	Svalbard	Nordenskiöld Land	Hiorth hamn - Moskuslaguna	15.7408	78.2435	100			Rik slette med fuktsig. Gress, Salix og Bistorta.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321325&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:260109	urn:uuid:98bd0ea4-35c1-47f8-be0c-231bacabb991	2022-01-11	urn:uuid:98bd0ea4-35c1-47f8-be0c-231bacabb991	urn:uuid:2f695f16-5e13-5748-afb6-9e91f1567899	O-DFL-3365/2-D	3365	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:44		gDNA		CCDB			NOBAS2310-16			EL-38-15	Ellen Larsson	2015-08-09	Norway	Svalbard	Nordenskiöld Land	Hiorth hamn - Moskuslaguna		78.243047	15.738593			Ellen Larsson	2015-08-09	Inocybe phaeocystidiosa Esteve-Rav., G.Moreno & Bon	Inocybe	phaeocystidiosa
Preserved specimen	167496	Cortinarius venustus	O	F	P. Karst.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Katriina Bendiksen, Bálint Dima		2018-02-19		EB 171/05		Egil Bendiksen	2005-09-01		Norway	Nordland	Grane	Grane: Austr-Vefsna/Stillelva, E of Fagerlia	13.7086	65.5234	424	150-200 m		Middle boreal, rich/low herb Picea forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13547670&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:167496	urn:uuid:e3ef911c-5ad8-4482-b42d-3eb6904f93b1	2018-02-28	urn:uuid:e3ef911c-5ad8-4482-b42d-3eb6904f93b1	urn:uuid:2fc6a083-2efa-5e35-9b8c-78846124e1f5	O-DFL-1955/2-D	1955	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:41		gDNA					NOBAS1646-15			EB 171/05	Egil Bendiksen	2005-09-01	Norway	Nordland	Grane	Grane: Austr-Vefsna/Stillelva, E of Fagerlia	150	65.524497	13.715116			Egil Bendiksen	2005-09-01	Cortinarius agathosmus Brandrud, H.Lindstr. & Melot	Cortinarius	agathosmus
Preserved specimen	248380	Entoloma caccabus	O	F	(Kühner) Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima, Tor Erik Brandrud		2016-01		TEB 49-11		Tor Erik Brandrud	2011-07-05		Norway	Vestfold og Telemark	Kragerø	Kragerø: Jomfruland landskapsvernområde, Saltstein	9.607	58.8695	7			beitet, rik skjellsandtørreng (i veksling med rullestein), tynn humus; mye hjertegras, vill-lin, gjeldkarve, tiriltunge, fuglevikke	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13254959&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:248380	urn:uuid:13a6f402-84ef-4fc7-96b6-9c3ef0c6e88e	2016-12-19	urn:uuid:13a6f402-84ef-4fc7-96b6-9c3ef0c6e88e	urn:uuid:2fd4779f-4fe9-5d4f-ae34-4beaa0c0d219	O-DFL-1211/2-D	1211	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:58		gDNA					NOBAS961-15			TEB 49-11	Tor Erik Brandrud TEB 49-11	2011-07-05	Norway	Telemark	Kragerø	Jomfruland landskapsvernområde, Saltstein		58.9532	9.608381			Tor Erik Brandrud	2011-07-05	Entoloma fridolfingense Noordel. & Lohmeyer	Entoloma	fridolfingense
Preserved specimen	370563	Russula	O	F	Pers.	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula			Juhani Ruotsalainen		2009-04		R33/08		Øyvind Weholt	2008-09-26		Norway	Oslo fylke	Oslo	Oslo: Bygdøy	10.6701	59.9092	7			In black, rich soil under Corylus and Tilia, one large Pinus	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115490&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:370563	urn:uuid:a970ca6f-06eb-42e6-8a4f-15335598e865	2020-01-09	urn:uuid:a970ca6f-06eb-42e6-8a4f-15335598e865	urn:uuid:2fe5f115-9d86-5a4e-8c6e-c279ec547fb6	O-DFL-10577/2-D	10577	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:54	Dry	gDNA		CCDB			NOBAS6823-19			R33/08	Øyvind Weholt	2008-09-26	Norway	Oslo	Oslo	Bygdøy		59.907834	10.670075			Juhani Ruotsalainen	2008-09-26	Russula sp.	Russula	sp.
Preserved specimen	254463	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-02		EB 162/17		Egil Bendiksen	2017-08-31		Norway	Oslo fylke	Oslo	Oslo, Bygdøy, Rodeløkken	10.6916	59.9139	5	10 m		Open calcareous ground (åpen grunnlendt kalkmark, GRUK), boreonemoral zone	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115274&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:254463	urn:uuid:6a1d0125-c845-4bb4-b655-9ae3fb1e3e6d	2020-01-31	urn:uuid:6a1d0125-c845-4bb4-b655-9ae3fb1e3e6d	urn:uuid:30007263-e381-5916-8a4b-1996f84623eb	O-DFL-9453/2-D	9453	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:54	Dry	gDNA		CCDB			NOBAS5811-18			EB 162/17	Egil Bendiksen	2017-08-30	Norway	Oslo	Oslo	Bygdøy, Rodeløkken	10	59.913856	10.691638			Egil Bendiksen	2017-08-30	Entoloma sericellum (Fr.: Fr.) P.Kumm.	Entoloma	sericellum
Preserved specimen	254037	Hebeloma	O	F	(Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma			Egil Bendiksen				EB 234/08		Egil Bendiksen	2008-09-20		Norway	Viken	Lunner	Lunner: Øståsen, Korsvatnet	10.7253	60.2575	7	505 m		Place in oligotrophic spruce forest strongly trampled and dunged by cows (ved samlebinge for kuer (prob. also Betula), middle boreal zone	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14324136&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:254037	urn:uuid:738d4b45-887e-4b55-8c47-60355e59498f	2018-03-14	urn:uuid:738d4b45-887e-4b55-8c47-60355e59498f	urn:uuid:3018bead-8d80-50d8-9041-33abcfb254f0	O-DFL-7192/2-D	7192	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:49		gDNA		CCDB			NOBAS4680-17			EB 234/08	Egil Bendiksen	2008-09-20	Norway	Oppland	Lunner	Øståsen, Korsvatnet	505	60.257437	10.725169			Egil Bendiksen	2008-09-20	Hebeloma sp.	Hebeloma	sp.
Preserved specimen	75959	Hebeloma velutipes	O	F	Bruchet	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma			Henry J. Beker, Ursula Eberhardt		2021				Egil Bendiksen	2014-09-07		Norway	Viken	Lunner	Lunner: S. Oppdalen, Mørkomdalen, Hellerudvegen 58 (Solbakken)	10.6904	60.2922	7	Ca. 450 m		On the compost under old Picea, margin of southern/middle boreal low herb Picea forest	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13532469&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:75959	urn:uuid:ede5dde0-70a2-4f2b-bda9-006ba2be77ce	2021-06-10	urn:uuid:ede5dde0-70a2-4f2b-bda9-006ba2be77ce	urn:uuid:30308a8f-d343-54ef-8b76-ba8a4c902522	O-DFL-1160/2-D	1160	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:37		gDNA					NOBAS1237-15				Egil Bendiksen	2014-09-07	Norway	Oppland	Lunner	Lunner: S. Oppdalen, Mørkomdalen, Hellerudvegen 58 (Solbakken)	450					Egil Bendiksen	2014-09-07	Hebeloma sp.	Hebeloma	sp.
Preserved specimen	249830	Inosperma cookei	O	F	(Bres.) Matheny & Esteve-Rav.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Gunvor Bollingmo, Kari Østengen		2013-09-20				Gunvor Bollingmo, Kari Østengen	2013-09-20		Norway	Viken	Jevnaker	Jevnaker: Myrvoll/Jevn stadion	10.491	60.2594	5			Granskog	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13533060&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/	2217168	urn:catalog:O:F:249830	urn:uuid:08fe2a16-bd02-400d-a1a6-d694086c8f36	2016-12-19	urn:uuid:08fe2a16-bd02-400d-a1a6-d694086c8f36	urn:uuid:3032049b-5483-5806-9948-17590e7ffb07	O-DFL-2240/2-D	2240	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:40		gDNA					NOBAS1514-15				Gunvor Bollingmo, Kari Østengen	2013-09-20	Norway	Oppland	Jevnaker	Myrvoll/Jevn stadion		60.25942	10.49095			Gunvor Bollingmo, Kari Østengen	2013-09-20	Inocybe cookei Bres.	Inocybe	cookei
Preserved specimen	288051	Entoloma asprellum	O	F	(Fr. : Fr.) Fayod	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima		2019-02-01				John Bjarne Jordal	2003-08-05		Norway	Møre og Romsdal	Sunndal	Sunndal: Grøvudalen: Storvollen	8.8964	62.4315	71	865 m		I naturbeitemark (G8)	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15114744&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:288051	urn:uuid:caa459a7-a4d1-4a1e-9517-04b131a1e915	2020-02-10	urn:uuid:caa459a7-a4d1-4a1e-9517-04b131a1e915	urn:uuid:305fcbe3-ebe4-54e6-92cd-d852b8e7ecd3	O-DFL-836/2-D	836	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:35	Buffer	gDNA	Omega EZNA kit, single tube	Lisbeth Thorbek	2015-01-14						John Bjarne Jordal	2003-08-05	Norway	Møre og Romsdal	Sunndal	Sunndal: Grøvudalen: Storvollen	865	62.430398	8.897365			Machiel Evert Noordeloos	2003-08-05	Entoloma melanochroum Noordel.	Entoloma	melanochroum
Preserved specimen	256387	Lactifluus volemus	O	F	(Fr. : Fr.) Kuntze	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius			Outi Palmén		2019-09-05		NMC2019-092		Outi Palmén	2019-09-05		Norway	Vestland	Stord	Stord: Føyno	5.4102	59.7387	1000			[Grazed Corylus-Quercus forest]	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15116071&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256387	urn:uuid:43b5f8b5-d3cb-4afc-a194-42e193ac5bb9	2020-01-23	urn:uuid:43b5f8b5-d3cb-4afc-a194-42e193ac5bb9	urn:uuid:3081e034-10c9-53ff-897c-85ccf23c5ed0	O-DFL-14671/2-D	14671	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:56	Dry	gDNA		CCDB			NOBAS7701-19			NMC2019-092	Outi Palmén	2019-09-05	Norway	Hordaland	Stord	Føyno		59.738653	5.410161			Outi Palmén	2019-09-05	Lactarius volemus (Fr.: Fr.) Fr.	Lactarius	volemus
Preserved specimen	256597	Cortinarius casimiri	O	F	(Velen.) Huijsman	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Klaus Høiland		2022-03-07		7-19-KH		Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-20		Norway	Svalbard	Nordenskiöld Land	Nordenskiöld Land, Longyearbyen, North of graveyard	15.6082	78.2152	100			Moderate snow bed, slope	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115518&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256597	urn:uuid:3001cd29-5da6-4165-ac90-e45f299746ff	2022-10-17	urn:uuid:3001cd29-5da6-4165-ac90-e45f299746ff	urn:uuid:30d6ae35-4c50-5d04-ae3d-4bb23f075272	O-DFL-15168/2-D	15168	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:34	Dry	gDNA		CCDB			NOBAS7801-19			7-19-KH	Klaus Høiland, Ingrid Vesterdal Tjessem	2019-08-20	Norway	Svalbard	Nordenskiöld Land	Longyearbyen, North of graveyard		78.2152	15.60824	cf.		Klaus Høiland	2019-08-20	Cortinarius pulchripes J.Favre	Cortinarius	pulchripes
Preserved specimen	259260	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Egil Bendiksen		2022-08-20		EB 75/22		Egil Bendiksen	2022-08-20		Norway	Innlandet	Folldal	Råtåsjøhø N	9.832	62.2761	4	1180 m		Rikt vierkratt (Salix glauca, Salix lapponum, Betula nana, Salix reticulata, Bistorta vivipara, Desch ceslp, Ger sylv, Thalictrum alp, Carix big). Lavalpin sone				urn:catalog:O:F:259260	urn:uuid:e3fa3cf4-5d21-4a3d-b8d3-c161f02563a9	2022-09-20	urn:uuid:e3fa3cf4-5d21-4a3d-b8d3-c161f02563a9	urn:uuid:311965ce-a8a2-5c9c-989a-8d7a7fc4be8d	O-DFL-18099/2-D	18099	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-10-17T14:46:59	Dry	gDNA	CCDB	CCDB						EB 75/22	Egil Bendiksen	2022-08-20	Norway	Innlandet	Folldal	Råtåsjøhø N	1180	62.2761	9.832			Egil Bendiksen	2022-08-20	Entoloma sp.	Entoloma	sp.
Preserved specimen	76410	Cortinarius armeniacellus	O	F	Rob. Henry	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius			Bálint Dima		2021-01-20				Martin Gotink, Egil Bendiksen	2020-08-26		Norway	Viken	Jevnaker	Jevnaker: Svenodalen, Abrahamshaugen N	10.49	60.2124	5	575 m		Small fern forest, NIN2,2: T4-2, with Vacc. myrt., Gymnoc., Dryopt. exp., north slope, middle boreal zone				urn:catalog:O:F:76410	urn:uuid:d96c2e88-73c4-4748-96be-19f3153a3119	2022-01-24	urn:uuid:d96c2e88-73c4-4748-96be-19f3153a3119	urn:uuid:3154c38e-1c37-5dc9-af6b-69179d4cfe26	O-DFL-15906/2-D	15906	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:04:35	Dry	gDNA		CCDB			NOBAS8098-20				Egil Bendiksen, Martin Gotink	2020-08-26	Norway	Oppland	Jevnaker	Svenodalen, Abrahamshaugen N	575	60.212383	10.490004	cf.		Egil Bendiksen	2020-08-26	Cortinarius helvolus (Bull.) Fr.	Cortinarius	helvolus
Preserved specimen	260196	Entoloma alpicola	O	F	(J. Favre) Bon & Jamoni	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Bálint Dima, Tor Erik Brandrud	cf.	2016-05		AM-48-2015		Anne Molia	2015-08-12		Norway	Svalbard	Nordenskiöld Land	Åvom Svalbards Globale frøhvelv	15.5036	78.2341	5			Platå, delvis veldig fuktig. Rikt med reinrose, polarvier og harerug	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321404&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:260196	urn:uuid:3ed9bed7-d7ee-4ed2-990c-2db370cad61c	2020-01-13	urn:uuid:3ed9bed7-d7ee-4ed2-990c-2db370cad61c	urn:uuid:31798c8e-a229-5fe2-8413-4f8c1b29837d	O-DFL-3435/2-D	3435	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:45		gDNA		CCDB			NOBAS2380-16			AM-48-2015	Anne Molia	2015-08-12	Norway	Svalbard	Nordenskiöld Land	Åvom Svalbards Globale frøhvelv		78.234066	15.503572			Anne Molia	2015-08-12	Entoloma sp.	Entoloma	sp.
Preserved specimen	251976	Entoloma lazulinum	O	F	(Fr.) Noordel.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Tor Erik Brandrud	aff.			TEB 608-15		Bálint Dima, Tor Erik Brandrud	2015-09-29		Norway	Viken	Bærum	Bærum: Laenga V (Dælivann)	10.5407	59.9181	10			Kalklindeskog	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14321204&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:251976	urn:uuid:49eb594a-72c6-40cf-87a8-131c8afe6fe9	2022-08-18	urn:uuid:49eb594a-72c6-40cf-87a8-131c8afe6fe9	urn:uuid:31a54e5c-db62-52da-ae23-b878c007b2fe	O-DFL-3158/2-D	3158	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:43		gDNA		CCDB			NOBAS2126-16			TEB 608-15	Balint Dima, Tor Erik Brandrud	2015-09-29	Norway	Akershus	Bærum	Bærum: Laenga V (Dælivann)		59.918078	10.54063	cf.		T.E. Brandrud	2015-09-29	Entoloma chalybeum (Pers.) Noordel. var. lazulinum (Fr.) Noordel.	Entoloma	chalybeum
Preserved specimen	203781	Hebeloma	O	F	(Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma			Bente Rian		2021-08-25		F75		Bente Rian, Grete Strømsøe, Tove Bakar, Siri Lie Olsen, Gunn Helen Vistad	2021-08-25		Norway	Viken	Nordre Follo	Trolldalen Naturreservat, Svartskog, Oppegård	10.738	59.7742	5			Rik sumpskog med jordbær, teiebær, ask, osp, or, eik.	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15494615&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15494616&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:203781	urn:uuid:3e5395bc-1330-4fad-8fc6-7b5b7d4756f8	2022-06-13	urn:uuid:3e5395bc-1330-4fad-8fc6-7b5b7d4756f8	urn:uuid:3233db78-cb59-5dc5-982e-ac41f99d2cbc	O-DFL-18582/2-D	18582	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-12-19T14:47:56	Dry	gDNA	CCDB	CCDB						F75	Bente Rian, Grete Strømsøe, Tove Bakar, Siri Lie Olsen, Gunn Helen Vistad	2021-08-25	Norway	Viken	Nordre Follo	Trolldalen Naturreservat, Svartskog, Oppegård		59.7742	10.738			Bente Rian	2021-08-25	Hebeloma sp.	Hebeloma	sp.
Preserved specimen	249079	Inocybe mixtilis	O	F	(Britzelm.) Sacc.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Inocybe			Ellen Larsson	cf.	2018-01-15		TEB 149-13		Tor Erik Brandrud	2013-07-27		Norway	Innlandet	Lesja	Lesja: Lesjaverk krk SØ, ved gamle Kongeveg	8.5595	62.1844	7			åpen beiteskog; rik sandfuruskog på brekvabb (bresjøsedimenter); frisk lågurttype, vegkant	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13532833&type=jpeg | https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=13532835&type=jpeg 	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:249079	urn:uuid:319c6227-9af3-445a-a028-0f56b8677a71	2018-01-15	urn:uuid:319c6227-9af3-445a-a028-0f56b8677a71	urn:uuid:324164a9-07ff-5557-89a8-ef12a830f943	O-DFL-2123/2-D	2123	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:39		gDNA					NOBAS1397-15			TEB 149-13	Tor Erik Brandrud	2013-07-27	Norway	Oppland	Lesja	Lesjaverk krk SØ, ved gamle Kongeveg		62.184393	8.559356			Tor Erik Brandrud	2013-07-27	Inocybe xanthomelas Boursier & Kühner	Inocybe	xanthomelas
Preserved specimen	256318	Entoloma	O	F	(Fr. : Fr.) P. Kumm.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma			Machiel Evert Noordeloos		2019-09-02		NMC2019-023		Inger-Lise Fonneland	2019-09-02		Norway	Agder	Arendal	Arendal: Vigeland	8.5357	58.4459	7			Rich deciduous forest with Tilia, Quercus, Corylus with much Hepatica	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=15115975&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:256318	urn:uuid:b9cd6380-76ff-495c-bb7b-81f14765fc4c	2022-09-03	urn:uuid:b9cd6380-76ff-495c-bb7b-81f14765fc4c	urn:uuid:325cca09-7fe8-5be6-881d-b69b814387ac	O-DFL-14546/2-D	14546	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2022-01-07T16:03:56	Dry	gDNA		CCDB			NOBAS7576-19			NMC2019-023	Machiel Noordeloos	2019-09-02	Norway	Aust-Agder	Arendal	Vigeland		58.445819	8.535569			Machiel Noordeloos	2019-09-02	Entoloma sp.	Entoloma	sp.
Preserved specimen	303467	Mycena flavoalba	O	F	(Fr.) Quél.	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Mycena			Arne Aronsen						Arne Aronsen			Sweden	Gotland	Gotland	Gotland: Fårö	19.1295	57.9385	5000			In grass between Juniperus shrubs	https://www.unimus.no/felles/bilder/web_hent_bilde.php?id=14322647&type=jpeg	https://creativecommons.org/licenses/by-sa/4.0/		urn:catalog:O:F:303467	urn:uuid:c2833419-d6de-455a-b624-cd3480104c8f	2020-10-20	urn:uuid:c2833419-d6de-455a-b624-cd3480104c8f	urn:uuid:327eda03-c66f-5918-808f-64eca67f1f2f	O-DFL-4406/2-D	4406	Natural History Museum (Botanical Museum), University of Oslo, Norway	MaterialSample		gDNA	DNA	2021-09-09T20:21:58		gDNA		CCDB							Arne Aronsen	2011-09-26	Sweden	Gotland	Gotland	Fårö		57.9546	19.1391			Arne Aronsen	2011-09-26	Mycena floridula (Fr.) Quél.ss.Kühner	Mycena	floridula
