JournalNr NHMO	Journal_Init	Journal_Nummer	Journal_Bokstav	Dyregr.1	Dyregr.2	Dyregr.3	Familie	scientificName	Autor	Typebetegnelse	country	Lokalitet, detaljer	OrigLokalitet	StasjonsNr	SkrapNr	eventDate	dato_Max	HOH	Dybde_Min	Dybde_Max	AntallsAngivelse	Antall	Kj�nn	Preparat	PrepMetode	Substrat	Vert	Parasitt	Ekspedisjon	Medium	Fangstredskap	recordedBy	Det	Tilstand	Merknad																																																																
F22019	F	22019		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Stormeberget		Stormberget, Dr�bak			25.08.1951	25.08.1951	-	?	?	=	5	3ff, 2mm							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F21984	F	21984		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Stormeberget		Stormeberget, Dr�bak		2	14.11.1952	14.11.1952	-	?	?	=	1	1juv.							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F21985	F	21985		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Stormeberget		Stormeberget, Dr�bak		1, 2, 3	02.08.1952	02.08.1952	-	?	?	=	1	1f							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F22002	F	22002		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Stormeberget		Stormeberget, Dr�bak			02.08.1920	02.08.1920	-	28	47	=	1	1juv.							Ethanol		Broch, Hj.	Christiansen, Marit Ellen & Christiansen, Bengt																																																																		
F22006	F	22006		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Stormeberget		Stormeberget, Dr�bak		1	04.07.1951	04.07.1951	-	?	?	=	1	1f							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F21982	F	21982		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Stormeberget		Vest for Stormeberget, Dr�bak		1, 2	10.03.1952	10.03.1952	-	?	?	=	2	1m, 1juv.							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F21983	F	21983		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Stormeberget		Vest for Stormeberget, Dr�bak			31.05.1952	31.05.1952	-	?	?	=	1	1juv.							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F21994	F	21994		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Storskj�r		Syd for Storskj�r, Dr�bak		4	02.08.1952	02.08.1952	-	?	?	=	2	2mm							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F22003	F	22003		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Storskj�r		�stskr�ningen fra Storeskj�r, Dr�bak			02.08.1920	02.08.1920	-	28	28	=	1	1f							Ethanol		Anonym	Christiansen, Marit Ellen & Christiansen, Bengt																																																																		
F22024	F	22024		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Sundreia, Trondheimsfjorden		Trondheimsfjorden, Sundreia			?	?	-	?	?	=	?								Ethanol		Storm?	Christiansen, Marit Ellen		Lg og/eller Dt.: Storm. 4 pr�ver med Munida rugosa var knust og blandet v/ retur av utl�nt matr. (Gordon) 1993. Det var derfor umulig � skille pr�vene fra hverandre. De 4 pr�vene har f�tt samme F.nr. 																																																																
F21978	F	21978		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		S�treosen		Seterosen, Herdla, Bergen			11.04.1930	11.04.1930	-	?	?	=	15								Ethanol		L�yning	Christiansen, Marit Ellen																																																																		
F21995	F	21995		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Teigenhausen		Teigenhausen, Dr�bak		2	21.03.1952	21.03.1952	-	?	?	=	?						With parasites		Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F21953	F	21953		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Tj�me		Tj�me			01.01.1908	31.12.1908	-	?	?	=	?								Ethanol		E.A.?	Christiansen, Marit Ellen																																																																		
F21988	F	21988		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Tofteholmen, Breiangen		Syd for Tofteholmen, Breiangen		1	25.01.1952	25.01.1952	-	?	?	=	1	1m							Ethanol		Hammerstad, Marit Ellen & Christiansen, Bengt	Hammerstad, Marit Ellen & Christiansen, Bengt																																																																		
F21947	F	21947		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Trondheimsfjorden		Thjmsfj.			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	?	?	=	?								Ethanol		Storm?	Christiansen, Marit Ellen																																																																		
F21951	F	21951		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Trondheimsfjorden		Trondheimsfjorden			?	?	-	?	?	=	?								Ethanol		Storm?	Christiansen, Marit Ellen																																																																		
F3312	F	3312		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Trondheimsfjorden		Trondhjemsfj.			###############################################################################################################################################################################################################################################################	###############################################################################################################################################################################################################################################################	-	?	?	=	2								Ethanol		Nordg�rd	Christiansen, Marit Ellen																																																																		
F21944	F	21944		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Utne		Utne			?	?	-	564	752	=	?								Ethanol		Sars, Georg Ossian?	Christiansen, Marit Ellen																																																																		
F21945	F	21945		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Utne		Utne			?	?	-	?	?	=	12								Ethanol		Anonym	Christiansen, Marit Ellen																																																																		
F21949	F	21949		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Utne		Utne			?	?	-	?	?	=	?								Ethanol		Sars, Georg Ossian?	Christiansen, Marit Ellen																																																																		
F21956b	F	21956	b	Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Utne		Utne			?	?	-	564	752	=	2								Ethanol		Anonym	Christiansen, Marit Ellen		F21956 er delt i F21956a (M.tenuimana G.O.Sars) og F21956b (M.sarsi Huus) av M.E.Christiansen 2011. F21956a-b oppbevares i samme glass merket M.tenuimana G.O.Sars & M.sarsi Huus. Glasset inneholder ogs� tube med bein fra begge arter. Glasset er i magasine																																																																
F19159	F	19159		Crustacea	Anomura		Galatheidae	Munida sarsi	Huus		Vistenfjorden		Vistenfjorden 65*43'42'N 12*33'E			13.06.1979	13.06.1979	-	30	180	=	1				Hard bunn				Ethanol	Skrape, trekantskrape	Pethon, P.	Pethon, P.																																																																		
